sphere_id,x,y,z,r,object_type,object_id,branch_id,parent_sphere_id
171,19.9892,29.9289,25.7454,1.32858,0,43,0,107
172,24.9554,30.0384,25.5237,1.07465,0,44,0,108
173,29.9017,29.9687,26.0097,2.05387,0,45,0,109
174,34.9934,30.0085,25.2194,0.44158,0,46,0,110
175,39.98,30.0382,25.4354,0.862252,0,47,0,111
176,4.88626,34.9872,26.2665,2.58583,0,48,0,112
177,9.96774,34.9948,25.5066,1.03376,0,49,0,113
178,14.9998,35.0265,25.3563,0.728035,0,50,0,114
179,19.9393,35.1111,25.9458,1.93205,0,51,0,115
180,25.0663,35.0426,25.7092,1.42671,0,52,0,116
181,29.9868,35.0258,25.571,1.15412,0,53,0,117
182,34.9375,34.9429,25.6123,1.25891,0,54,0,118
183,40.0457,34.8899,25.8566,1.76485,0,55,0,119
184,5.01967,39.9837,25.2937,0.57812,0,56,0,120
185,9.99939,39.9749,25.4733,0.948606,0,57,0,121
186,14.9523,40.0183,25.4953,1.05035,0,58,0,122
187,20.0218,39.9982,25.147,0.289846,0,59,0,123
188,24.986,40.001,25.169,0.324616,0,60,0,124
189,29.939,39.9789,25.4255,0.881706,0,61,0,125
190,35.0037,39.9396,25.5236,0.977544,0,62,0,126
191,39.9677,40.0385,25.4556,0.904394,0,63,0,127
192,4.93609,5.01141,25.9239,1.24339,0,0,0,128
193,10.0285,5.0145,25.5167,0.689419,0,1,0,129
194,15.03,5.04345,25.5778,0.799432,0,2,0,130
195,19.9968,5.06791,25.498,0.589617,0,3,0,131
196,25.0035,5.08445,25.5005,0.597188,0,4,0,132
197,29.946,5.055,26.0749,1.24717,0,5,0,133
198,35,5.02145,25.3356,0.455654,0,6,0,134
199,40.0289,4.89251,25.7104,0.93455,0,7,0,135
200,4.96142,10.0219,25.2601,0.351159,0,8,0,136
201,9.98516,10.0003,25.3476,0.422777,0,9,0,137
202,15.0764,9.9673,25.4596,0.605277,0,10,0,138
203,20.103,9.98221,26.3978,1.90243,0,11,0,139
204,24.9188,10.1212,26.4402,1.83923,0,12,0,140
205,29.9975,9.96241,25.6814,0.88963,0,13,0,141
206,35.0244,9.99439,25.3577,0.497564,0,14,0,142
207,39.9893,9.98588,25.7798,0.916568,0,15,0,143
208,5.02053,14.9752,26.0306,1.24347,0,16,0,144
209,9.95964,15.014,25.272,0.344714,0,17,0,145
210,15.0291,14.98,25.6138,0.826336,0,18,0,146
211,19.984,15.0281,25.5072,0.689121,0,19,0,147
212,25.0234,14.8908,26.26,1.72769,0,20,0,148
213,30.0234,14.8147,25.9697,1.3698,0,21,0,149
214,35.0228,15.0301,25.8101,1.15583,0,22,0,150
215,39.9701,14.9979,25.2284,0.31327,0,23,0,151
216,4.90259,20.0239,25.6727,0.892988,0,24,0,152
217,9.94551,20.0317,25.4293,0.571383,0,25,0,153
218,14.88,20.0151,25.7865,0.986143,0,26,0,154
219,20.045,19.7393,26.8011,2.45616,0,27,0,155
220,25.0626,19.9888,25.5938,0.815685,0,28,0,156
221,30.0041,20.0186,25.1346,0.153253,0,29,0,157
